,t,ReservoirEbre.W0,ReservoirEbre.Wmin,ReservoirEbre.Wmax,ReservoirEbre.zmin,ReservoirEbre.zmax,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,ReservoirEbre.port_Q,ReservoirEbre.port_z,ReservoirEbre.c_W,ReservoirEbre.c_z,ReservoirEbre.port_Q_Q_insum,Reservoir1.W0,Reservoir1.Wmin,Reservoir1.Wmax,Reservoir1.zmin,Reservoir1.zmax,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Reservoir1.port_Q,Reservoir1.port_z,Reservoir1.c_W,Reservoir1.c_z,Reservoir1.port_Q_Q_insum,Irrigation1.Q,Irrigation1.Qin,Irrigation1.Qout,Irrigation1.port_Qin,Irrigation1.port_Qout,Irrigation1.c_Qin,Irrigation1.c_Qout,Irrigation1.port_Qin_Q_outsum,Pump1.A,Pump1.B,Pump1.Qnom,Pump1.n_n,Pump1.eff,Pump1.eff_t,Pump1.S,Pump1.K,Pump1.Qin,Pump1.Qout,Pump1.Qoutp,Pump1.Qoutt,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.ModePump,Pump1.port_Qin,Pump1.port_Qout,Pump1.port_P,Pump1.port_H,Pump1.c_Q,Pump1.c_H,Pump1.c_Qout,Pump1.c_Ph,Pump1.c_Pe,Pump1.port_Qin_Q_outsum,Pump1.port_Qout_Q_outsum,Pump1.port_P_P_outsum,Pump2.A,Pump2.B,Pump2.Qnom,Pump2.n_n,Pump2.eff,Pump2.Qmin,Pump2.Qmax,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Pump2.port_Qin,Pump2.port_Qout,Pump2.port_P,Pump2.port_H,Pump2.c_Q,Pump2.c_H,Pump2.c_Ph,Pump2.c_Pe,Pump2.c_Qmax,Pump2.c_Qmin,Pump2.port_Qin_Q_outsum,Pump2.port_Qout_Q_outsum,Pump2.port_P_P_outsum,Pipe1.K,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,Pipe1.port_Q,Pipe1.port_H,Pipe1.port_zlow,Pipe1.port_zhigh,Pipe1.c_H,Pipe1.c_H0,Pipe1.c_sign,Pipe1.port_Q_Q_outsum,Pipe1.port_Q_Q_insum,PV.Pinst,PV.forecast,PV.eff,PV.P,PV.Pdim,PV.port_P,PV.Constraint_P,PV.port_P_P_outsum,Grid.Pmax,Grid.P,Grid.Psell,Grid.Pbuy,Grid.port_P,Grid.c_P,Grid.c_P0,Grid.port_P_P_outsum,EB.P_bal,EB.port_P,EB.bal,EB.port_P_P_insum,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1c1_H_expanded.H_equality,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2c1_H_expanded.H_equality,p2eb_expanded.P,c1r1_Q_expanded.Q,c1r1_z_expanded.z_equality,c1r0_z_expanded.z_equality,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
10,10,-22118.448151188597,-22118.448151188597,-22118.448151188597,-22118.448151188597,-22118.448151188597,0.10329430185079641,204045.45475775105,29.840075757929586,29.840075757929586,29.840075757929586,29.840075757929586,29.840075757929586,29.840075757929586,29.840075757929586,29.840075757929586,29.840075757929586,29.840075757929586,29.840075757929586,-0.12071541672857417,7355.095840158914,138.39465961853492,138.39465961853492,138.39465961853492,138.39465961853492,138.39465961853492,138.39465961853492,138.39465961853492,-0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.005080975687196183,0.10329430185079641,-0.10329430185079641,0.0,0.10329430185079644,108.55437046634954,0.0,-110000.0,-54999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.55437046634955,2740.7033723972954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10329430185079641,108.55437046634954,29.84007575792959,138.39465961853492,108.5545838606053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22118.44815118865,-22118.44815118865,-22118.44815118865,-22118.44815118865,-22118.44815118865,-22118.44815118865,77118.44815118864,77118.44815118864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10329430185079641,-0.10329430185079641,-0.10329430185079641,-54999.99999999999,0.0,0.0,0.0,0.0,-0.10329430185079641,-0.10329430185079641,-0.10329430185079641,-0.01742111487777778,77118.44815118864,-22118.44815118865
11,11,-26316.470869421893,-26316.470869421893,-26316.470869421893,-26316.470869421893,-26316.470869421893,0.10351169438678764,204418.0968575435,29.840696828095904,29.840696828095904,29.840696828095904,29.840696828095904,29.840696828095904,29.840696828095904,29.840696828095904,29.840696828095904,29.840696828095904,29.840696828095904,29.840696828095904,-0.13683767635900984,6862.480205266478,138.16729855627685,138.16729855627685,138.16729855627685,138.16729855627685,138.16729855627685,138.16729855627685,138.16729855627685,-0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.005113123417686704,0.10351169438678763,-0.10351169438678763,0.0,0.10351169438678763,108.32638743476357,0.0,-110000.0,-54999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.32638743476356,2737.823880551819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10351169438678762,108.32638743476357,29.840696828095908,138.16729855627685,108.32660172818095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26316.470869421864,-26316.470869421864,-26316.470869421864,-26316.470869421864,-26316.470869421864,-26316.470869421864,81316.47086942186,81316.47086942186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10351169438678763,-0.10351169438678763,-0.10351169438678763,-54999.99999999999,0.0,0.0,0.0,0.0,-0.10351169438678762,-0.10351169438678762,-0.10351169438678762,-0.033325981972222224,81316.47086942186,-26316.470869421864
12,12,-27919.191260759944,-27919.191260759944,-27919.191260759944,-27919.191260759944,-27919.191260759944,0.10372868166940549,204791.52011155334,29.84131920018593,29.84131920018593,29.84131920018593,29.84131920018593,29.84131920018593,29.84131920018593,29.84131920018593,29.84131920018593,29.84131920018593,29.84131920018593,29.84131920018593,-0.13600758294718326,6372.85290665662,137.9413167261492,137.9413167261492,137.9413167261492,137.9413167261492,137.9413167261492,137.9413167261492,137.9413167261492,-0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.005145346156992309,0.10372868166940548,-0.10372868166940549,0.0,0.10372868166940544,108.09978233317534,0.0,-109999.99999999996,-54999.999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.09978233317536,2734.958788127725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10372868166940549,108.09978233317534,29.841319200185925,137.9413167261492,108.09999752596327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27919.191260759966,-27919.191260759966,-27919.191260759966,-27919.191260759966,-27919.191260759966,-27919.191260759966,82919.19126075994,82919.19126075994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10372868166940548,-0.10372868166940549,-0.10372868166940549,-54999.999999999985,0.0,0.0,0.0,0.0,-0.10372868166940549,-0.10372868166940549,-0.10372868166940549,-0.03227890127777778,82919.19126075994,-27919.191260759966
13,13,-26043.580164642415,-26043.580164642415,-26043.580164642415,-26043.580164642415,-26043.580164642415,0.10395616039155509,205165.76228896296,29.84194293714827,29.84194293714827,29.84194293714827,29.84194293714827,29.84194293714827,29.84194293714827,29.84194293714827,29.84194293714827,29.84194293714827,29.84194293714827,29.84194293714827,-0.14198960369711064,5861.690333347022,137.70539553846785,137.70539553846785,137.70539553846785,137.70539553846785,137.70539553846785,137.70539553846785,137.70539553846785,-0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.00517927193587483,0.1039561603915551,-0.1039561603915551,0.0,0.10395616039155506,107.86323646365393,0.0,-110000.0,-55000.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.86323646365393,2731.964803780967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1039561603915551,107.86323646365393,29.84194293714827,137.70539553846785,107.86345260131957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26043.58016464252,-26043.58016464252,-26043.58016464252,-26043.58016464252,-26043.58016464252,-26043.58016464252,81043.58016464252,81043.58016464252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1039561603915551,-0.1039561603915551,-0.1039561603915551,-55000.00000000001,0.0,0.0,0.0,0.0,-0.1039561603915551,-0.1039561603915551,-0.1039561603915551,-0.03803344330555555,81043.58016464252,-26043.58016464252
14,14,-21427.953434533298,-21427.953434533298,-21427.953434533298,-21427.953434533298,-21427.953434533298,0.10418238164738809,205540.81886289356,29.84256803143816,29.84256803143816,29.84256803143816,29.84256803143816,29.84256803143816,29.84256803143816,29.84256803143816,29.84256803143816,29.84256803143816,29.84256803143816,29.84256803143816,-0.14058525903627697,5355.583400816424,137.47180772345374,137.47180772345374,137.47180772345374,137.47180772345374,137.47180772345374,137.47180772345374,137.47180772345374,-0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.005213157745457958,0.10418238164738809,-0.1041823816473881,0.0,0.10418238164738808,107.62902261264273,0.0,-110000.00000000003,-55000.00000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.62902261264274,2728.99709969937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10418238164738809,107.62902261264273,29.84256803143816,137.47180772345374,107.62923969201559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21427.953434533298,-21427.953434533298,-21427.953434533298,-21427.953434533298,-21427.953434533298,-21427.953434533298,76427.95343453331,76427.95343453331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10418238164738809,-0.1041823816473881,-0.1041823816473881,-55000.00000000002,0.0,0.0,0.0,0.0,-0.10418238164738809,-0.10418238164738809,-0.10418238164738809,-0.03640287738888889,76427.95343453331,-21427.953434533298
15,15,-14035.830531140109,-14035.830531140109,-14035.830531140109,-14035.830531140109,-14035.830531140109,0.1044158363734743,205916.71587383808,29.8431945264564,29.8431945264564,29.8431945264564,29.8431945264564,29.8431945264564,29.8431945264564,29.8431945264564,29.8431945264564,29.8431945264564,29.8431945264564,29.8431945264564,-0.1444512780401409,4835.5587998719175,137.23179636917166,137.23179636917166,137.23179636917166,137.23179636917166,137.23179636917166,137.23179636917166,137.23179636917166,-0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.005248281691946361,0.10441583637347429,-0.10441583637347429,0.0,0.10441583637347426,107.38838378937754,0.0,-109999.99999999996,-54999.999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.38838378937754,2725.9446202364334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10441583637347428,107.38838378937754,29.8431945264564,137.23179636917166,107.38860184271525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14035.830531140124,-14035.830531140124,-14035.830531140124,-14035.830531140124,-14035.830531140124,-14035.830531140124,69035.8305311401,69035.8305311401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10441583637347429,-0.10441583637347429,-0.10441583637347429,-54999.999999999985,0.0,0.0,0.0,0.0,-0.10441583637347428,-0.10441583637347428,-0.10441583637347428,-0.040035441666666664,69035.8305311401,-14035.830531140124
16,16,-5089.852263148606,-5089.852263148606,-5089.852263148606,-5089.852263148606,-5089.852263148606,0.1046514401819341,206293.46105849303,29.843822435097493,29.843822435097493,29.843822435097493,29.843822435097493,29.843822435097493,29.843822435097493,29.843822435097493,29.843822435097493,29.843822435097493,29.843822435097493,29.843822435097493,-0.14512853857082295,4313.096061016954,136.99065972046938,136.99065972046938,136.99065972046938,136.99065972046938,136.99065972046938,136.99065972046938,136.99065972046938,-0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.005283888568405927,0.1046514401819341,-0.10465144018193409,0.0,0.10465144018193406,107.14661824689323,0.0,-110000.0,-54999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.14661824689321,2722.874402360297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10465144018193408,107.14661824689323,29.843822435097497,136.99065972046938,107.14683728537187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5089.852263148598,-5089.852263148598,-5089.852263148598,-5089.852263148598,-5089.852263148598,-5089.852263148598,60089.85226314858,60089.85226314858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1046514401819341,-0.10465144018193409,-0.10465144018193409,-54999.99999999999,0.0,0.0,0.0,0.0,-0.10465144018193408,-0.10465144018193408,-0.10465144018193408,-0.04047709838888889,60089.85226314858,-5089.852263148598
17,17,0.0,0.0,0.0,0.0,0.0,0.10486981201574536,206670.99238174973,29.84445165396959,29.84445165396959,29.84445165396959,29.84445165396959,29.84445165396959,29.84445165396959,29.84445165396959,29.84445165396959,29.84445165396959,29.84445165396959,29.84445165396959,-0.13390163901574534,3831.0501605602713,136.76817699718165,136.76817699718165,136.76817699718165,136.76817699718165,136.76817699718165,136.76817699718165,136.76817699718165,-0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.005317034650364489,0.10486981201574533,-0.10486981201574534,0.0,0.10486981201574531,106.92350538966262,0.0,-110000.0,-55000.000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.92350538966262,2720.0380129197997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10486981201574534,106.92350538966262,29.844451653969585,136.76817699718165,106.92372534321207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.00000000001,55000.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10486981201574533,-0.10486981201574534,-0.10486981201574534,-55000.000000000015,0.0,0.0,0.0,0.0,-0.10486981201574534,-0.10486981201574534,-0.10486981201574534,-0.029031827000000003,55000.00000000001,0.0
18,18,0.0,0.0,0.0,0.0,0.0,0.10504817706506872,207049.16581918398,29.845081943031975,29.845081943031975,29.845081943031975,29.845081943031975,29.845081943031975,29.845081943031975,29.845081943031975,29.845081943031975,29.845081943031975,29.845081943031975,29.845081943031975,-0.10888595338451316,3439.060728376024,136.587258797712,136.587258797712,136.587258797712,136.587258797712,136.587258797712,136.587258797712,136.587258797712,-0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.005344210831924115,0.10504817706506872,-0.10504817706506873,0.0,0.10504817706506869,106.74195615228992,0.0,-110000.0,-55000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.74195615228993,2717.7277748581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1050481770650687,106.74195615228992,29.84508194303197,136.587258797712,106.74217685468001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54999.99999999999,54999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10504817706506872,-0.10504817706506873,-0.10504817706506873,-55000.0,0.0,0.0,0.0,0.0,-0.1050481770650687,-0.1050481770650687,-0.1050481770650687,-0.003837776319444444,54999.99999999999,0.0
19,19,0.0,0.0,0.0,0.0,0.0,0.10523929987958558,207428.02729875047,29.845713378831256,29.845713378831256,29.845713378831256,29.845713378831256,29.845713378831256,29.845713378831256,29.845713378831256,29.845713378831256,29.845713378831256,29.845713378831256,29.845713378831256,-0.11628952379069667,3020.4184427295168,136.39403928125978,136.39403928125978,136.39403928125978,136.39403928125978,136.39403928125978,136.39403928125978,136.39403928125978,-0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.005373433423350501,0.10523929987958557,-0.10523929987958558,0.0,0.10523929987958554,106.5481043962237,0.0,-110000.0,-55000.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5481043962237,2715.2588475779626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10523929987958557,106.5481043962237,29.845713378831256,136.39403928125978,106.54832590242852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.0,54999.999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10523929987958557,-0.10523929987958558,-0.10523929987958558,-55000.00000000001,0.0,0.0,0.0,0.0,-0.10523929987958557,-0.10523929987958557,-0.10523929987958557,-0.01105022391111111,55000.0,0.0
20,20,0.0,0.0,0.0,0.0,0.0,0.1054340860861584,207807.59000866066,29.84634598334777,29.84634598334777,29.84634598334777,29.84634598334777,29.84634598334777,29.84634598334777,29.84634598334777,29.84634598334777,29.84634598334777,29.84634598334777,29.84634598334777,-0.11808988993615838,2595.294838959346,136.197828387212,136.197828387212,136.197828387212,136.197828387212,136.197828387212,136.197828387212,136.197828387212,-0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.005403325560220172,0.1054340860861584,-0.10543408608615838,0.0,0.1054340860861584,106.35126007537907,0.0,-110000.0,-55000.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.35126007537907,2712.749507162687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10543408608615838,106.35126007537907,29.846345983347774,136.197828387212,106.35148240386424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.0,55000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1054340860861584,-0.10543408608615838,-0.10543408608615838,-55000.00000000001,0.0,0.0,0.0,0.0,-0.10543408608615838,-0.10543408608615838,-0.10543408608615838,-0.01265580385,55000.0,0.0
21,21,0.0,0.0,0.0,0.0,0.0,0.10563981381304638,208187.89333838763,29.84697982223065,29.84697982223065,29.84697982223065,29.84697982223065,29.84697982223065,29.84697982223065,29.84697982223065,29.84697982223065,29.84697982223065,29.84697982223065,29.84697982223065,-0.12426948083249084,2147.9247079623788,135.99134986521344,135.99134986521344,135.99134986521344,135.99134986521344,135.99134986521344,135.99134986521344,135.99134986521344,-0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.005435016949830686,0.10563981381304638,-0.1056398138130464,0.0,0.10563981381304638,106.14414684600713,0.0,-110000.0,-54999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.14414684600713,2710.106751870285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1056398138130464,106.14414684600713,29.846979822230654,135.99134986521344,106.14437004298274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54999.999999999985,54999.99999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10563981381304638,-0.1056398138130464,-0.1056398138130464,-54999.99999999999,0.0,0.0,0.0,0.0,-0.1056398138130464,-0.1056398138130464,-0.1056398138130464,-0.018629667019444445,54999.999999999985,0.0
22,22,0.0,0.0,0.0,0.0,0.0,0.10586588788506324,208569.01053477387,29.84761501755796,29.84761501755796,29.84761501755796,29.84761501755796,29.84761501755796,29.84761501755796,29.84761501755796,29.84761501755796,29.84761501755796,29.84761501755796,29.84761501755796,-0.13603785946839658,1658.1884138761513,135.76531772948132,135.76531772948132,135.76531772948132,135.76531772948132,135.76531772948132,135.76531772948132,135.76531772948132,-0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.005469985240412633,0.10586588788506324,-0.10586588788506324,0.0,0.10586588788506322,105.91747855861158,0.0,-110000.0,-55000.000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.91747855861158,2707.2115182060998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10586588788506324,105.91747855861158,29.84761501755796,135.76531772948132,105.91770271192334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.00000000001,55000.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10586588788506324,-0.10586588788506324,-0.10586588788506324,-55000.000000000015,0.0,0.0,0.0,0.0,-0.10586588788506324,-0.10586588788506324,-0.10586588788506324,-0.030171971583333332,55000.00000000001,0.0
23,23,0.0,0.0,0.0,0.0,0.0,0.10607534879178916,208950.88179042426,29.84825146965071,29.84825146965071,29.84825146965071,29.84825146965071,29.84825146965071,29.84825146965071,29.84825146965071,29.84825146965071,29.84825146965071,29.84825146965071,29.84825146965071,-0.12549323070567805,1206.4127833357104,135.5568059000011,135.5568059000011,135.5568059000011,135.5568059000011,135.5568059000011,135.5568059000011,135.5568059000011,-0.01941788191388889,0.01941788191388889,0.01941788191388889,0.01941788191388889,0.01941788191388889,0.01941788191388889,0.01941788191388889,0.01941788191388889,0.01941788191388889,0.01941788191388889,0.01941788191388889,0.01941788191388889,0.01941788191388889,0.01941788191388889,0.005502517435373619,0.10607534879178916,-0.10607534879178916,0.0,0.10607534879178919,105.70832938915464,0.0,-110000.0,-55000.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.70832938915464,2704.537306854953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10607534879178919,105.70832938915464,29.848251469650716,135.5568059000011,105.70855443035039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.0,55000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10607534879178916,-0.10607534879178916,-0.10607534879178916,-55000.00000000001,0.0,0.0,0.0,0.0,-0.10607534879178919,-0.10607534879178919,-0.10607534879178919,-0.01941788191388889,55000.0,0.0
