,t,ReservoirEbre.W0,ReservoirEbre.Wmin,ReservoirEbre.Wmax,ReservoirEbre.zmin,ReservoirEbre.zmax,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,ReservoirEbre.port_Q,ReservoirEbre.port_z,ReservoirEbre.c_W,ReservoirEbre.c_z,ReservoirEbre.port_Q_Q_insum,Reservoir1.W0,Reservoir1.Wmin,Reservoir1.Wmax,Reservoir1.zmin,Reservoir1.zmax,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Reservoir1.port_Q,Reservoir1.port_z,Reservoir1.c_W,Reservoir1.c_z,Reservoir1.c_W1min,Reservoir1.c_W1max,Reservoir1.port_Q_Q_insum,Irrigation1.Q,Irrigation1.Qin,Irrigation1.Qout,Irrigation1.port_Qin,Irrigation1.port_Qout,Irrigation1.c_Qin,Irrigation1.c_Qout,Irrigation1.port_Qin_Q_outsum,Pump1.A,Pump1.B,Pump1.Qnom,Pump1.n_n,Pump1.eff,Pump1.eff_t,Pump1.S,Pump1.K,Pump1.Qin,Pump1.Qout,Pump1.Qoutp,Pump1.Qoutt,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.ModePump,Pump1.port_Qin,Pump1.port_Qout,Pump1.port_P,Pump1.port_H,Pump1.c_Q,Pump1.c_H,Pump1.c_Qout,Pump1.c_Ph,Pump1.c_Pe,Pump1.port_Qin_Q_outsum,Pump1.port_Qout_Q_outsum,Pump1.port_P_P_outsum,Pump2.A,Pump2.B,Pump2.Qnom,Pump2.n_n,Pump2.eff,Pump2.Qmin,Pump2.Qmax,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Pump2.port_Qin,Pump2.port_Qout,Pump2.port_P,Pump2.port_H,Pump2.c_Q,Pump2.c_H,Pump2.c_Ph,Pump2.c_Pe,Pump2.c_Qmax,Pump2.c_Qmin,Pump2.port_Qin_Q_outsum,Pump2.port_Qout_Q_outsum,Pump2.port_P_P_outsum,Pipe1.K,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,Pipe1.port_Q,Pipe1.port_H,Pipe1.port_zlow,Pipe1.port_zhigh,Pipe1.c_H,Pipe1.c_H0,Pipe1.c_sign,Pipe1.port_Q_Q_outsum,Pipe1.port_Q_Q_insum,PV.Pinst,PV.forecast,PV.eff,PV.P,PV.Pdim,PV.port_P,PV.Constraint_P,PV.port_P_P_outsum,Grid.Pmax,Grid.P,Grid.Psell,Grid.Pbuy,Grid.port_P,Grid.c_P,Grid.c_P0,Grid.port_P_P_outsum,EB.P_bal,EB.port_P,EB.bal,EB.port_P_P_insum,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1c1_H_expanded.H_equality,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2c1_H_expanded.H_equality,p2eb_expanded.P,c1r1_Q_expanded.Q,c1r1_z_expanded.z_equality,c1r0_z_expanded.z_equality,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
10,10,-0.016272941178801164,-0.016272941178801164,-0.016272941178801164,-0.016272941178801164,-0.016272941178801164,-0.016272941178801164,199104.32700651628,29.831840545010863,29.831840545010863,29.831840545010863,29.831840545010863,29.831840545010863,29.831840545010863,29.831840545010863,29.831840545010863,29.831840545010863,29.831840545010863,29.831840545010863,-0.0011481736989785447,12296.223591393717,140.6751801191048,140.6751801191048,140.6751801191048,140.6751801191048,140.6751801191048,140.6751801191048,140.6751801191048,140.6751801191048,140.6751801191048,-0.017421114877777824,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,0.01742111487777778,1e-06,-0.016272941178801167,0.016272941178799127,0.016272941178799124,0.0,110.84334487026574,2769.4430702570894,17694.758520950945,22118.448151188648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,110.84334487026574,2769.4430693307027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016272941178799127,110.86879978307908,29.83184054501086,140.70100213624707,110.84333957409392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-22118.448151188648,-22118.448151188648,-22118.448151188648,-22118.448151188648,-22118.448151188648,-22118.448151188648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03601308260139395,0.036013082601389364,0.036013082601389364,-7342.791373808196,0.0,0.0,0.0,0.0,0.03601308260138925,0.03601308260138925,0.03601308260138925,-0.01742111487777778,29461.239524996803,-22118.448151188597
11,11,-0.019365534598604486,-0.019365534598604486,-0.019365534598604486,-0.019365534598604486,-0.019365534598604486,-0.019365534598604486,199034.6110819613,29.83172435180327,29.83172435180327,29.83172435180327,29.83172435180327,29.83172435180327,29.83172435180327,29.83172435180327,29.83172435180327,29.83172435180327,29.83172435180327,29.83172435180327,-0.013960447373618986,12245.96598084869,140.65198429885325,140.65198429885325,140.65198429885325,140.65198429885325,140.65198429885325,140.65198429885325,140.65198429885325,140.65198429885325,140.65198429885325,-0.03332598197222214,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,0.033325981972222224,1e-06,-0.01936553459860449,0.019365534598603514,0.01936553459860351,0.0,110.82026744752739,2769.159375329184,21053.176695537495,26316.47086942186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,110.8202674475274,2769.159373939861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01936553459860351,110.89307513331495,29.83172435180327,140.72500846558378,110.82025994704995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-26316.47086942186,-26316.47086942186,-26316.47086942186,-26316.47086942186,-26316.47086942186,-26316.47086942186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03600718143879928,0.03600718143879928,0.03600718143879928,-7332.575782094197,0.0,0.011767054300775747,0.011767054300775747,15488.844820755101,0.04777423573957507,0.04777423573957507,0.04777423573957507,-0.033325981972222224,18160.20183076096,-26316.470869421893
12,12,-0.02054852298639688,-0.02054852298639688,-0.02054852298639688,-0.02054852298639688,-0.02054852298639688,-0.02054852298639688,198960.63639921026,29.831601060665353,29.831601060665353,29.831601060665353,29.831601060665353,29.831601060665353,29.831601060665353,29.831601060665353,29.831601060665353,29.831601060665353,29.831601060665353,29.831601060665353,-0.011730378291380478,12203.73661899972,140.63249382415373,140.63249382415373,140.63249382415373,140.63249382415373,140.63249382415373,140.63249382415373,140.63249382415373,140.63249382415373,140.63249382415373,-0.032278901277777744,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,0.03227890127777778,1e-06,-0.020548522986396877,0.02054852298639688,0.02054852298639688,0.0,110.80090120832206,2768.911635677918,22335.353260029875,27919.191575037374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,110.80090120832207,2768.9116341840104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020548522986396884,110.9430876762344,29.831601060665353,140.77466992780865,110.80089276348838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27919.191260759962,-27919.191260759962,-27919.191260759962,-27919.191260759962,-27919.191260759962,-27919.191260759962,-0.0003142774169076665,0.0,0.0003142774169076665,0.0003142774169076665,0.0003142774169076665,0.0003142774169076665,0.0003142774169076665,0.0,0.0,0.0,0.0,-0.03599005280765671,0.03599005280765671,0.03599005280765671,-7302.924149945111,0.0,0.02617769147585884,0.02617769147585884,35222.11541070511,0.06216774428351527,0.06216774428351527,0.06216774428351527,-0.03227890127777778,0.0,-27919.191260759944
13,13,-0.01918877422414426,-0.01918877422414426,-0.01918877422414426,-0.01918877422414426,-0.01918877422414426,-0.01918877422414426,198891.55681200337,29.831485928020005,29.831485928020005,29.831485928020005,29.831485928020005,29.831485928020005,29.831485928020005,29.831485928020005,29.831485928020005,29.831485928020005,29.831485928020005,29.831485928020005,-0.01884466908141129,12135.895810306636,140.60118268167997,140.60118268167997,140.60118268167997,140.60118268167997,140.60118268167997,140.60118268167997,140.60118268167997,140.60118268167997,140.60118268167997,-0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,0.03803344330555555,1e-06,-0.019188774224144264,0.019188774224144264,0.019188774224144257,0.0,110.76970431705344,2768.527745877481,20851.496849218685,26064.37106152336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,110.76970431705344,2768.5277445230126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019188774224144264,110.98117927584255,29.83148592802,140.8123926931703,110.76969675365999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-26043.58016464252,-26043.58016464252,-26043.58016464252,-26043.58016464252,-26043.58016464252,-26043.58016464252,-20.790896880846343,0.0,20.790896880846347,20.790896880846347,20.790896880846347,20.790896880846347,20.790896880846347,0.0,0.0,0.0,0.0,-0.03597697984958221,0.03597697984958221,0.03597697984958221,-7280.29335471741,0.0,0.024759979645688625,0.024759979645688625,33323.87351935995,0.06073695949527636,0.06073695949527636,0.06073695949527636,-0.03803344330555555,0.0,-26043.580164642415
14,14,-0.015829075350539675,-0.015829075350539675,-0.015829075350539675,-0.015829075350539675,-0.015829075350539675,-0.015829075350539675,198834.57214074137,29.8313909535679,29.8313909535679,29.8313909535679,29.8313909535679,29.8313909535679,29.8313909535679,29.8313909535679,29.8313909535679,29.8313909535679,29.8313909535679,29.8313909535679,-0.020573802038349215,12061.830122968584,140.5669985182932,140.5669985182932,140.5669985182932,140.5669985182932,140.5669985182932,140.5669985182932,140.5669985182932,140.5669985182932,140.5669985182932,-0.036402877388888914,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,0.03640287738888889,1e-06,-0.015829075350539675,0.015829075350539675,0.01582907535053968,0.0,110.73561257588135,2768.1002651987187,17195.379294136255,21494.224117670332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,110.73561257588133,2768.100264207075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01582907535053968,111.01626373204371,29.8313909535679,140.84712558542387,110.7356075647253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-21427.953434533298,-21427.953434533298,-21427.953434533298,-21427.953434533298,-21427.953434533298,-21427.953434533298,-66.27068313703684,0.0,66.27068313703684,66.27068313703684,66.27068313703684,66.27068313703684,66.27068313703684,0.0,0.0,0.0,0.0,-0.03596495991485719,0.03596495991485719,0.03596495991485719,-7259.485464118769,0.0,0.021341972997066375,0.021341972997066375,28687.438898652148,0.05730693291192348,0.05730693291192348,0.05730693291192348,-0.03640287738888889,0.0,-21427.953434533298
15,15,-0.010341061238512082,-0.010341061238512082,-0.010341061238512082,-0.010341061238512082,-0.010341061238512082,-0.010341061238512082,198797.34432028275,29.83132890720047,29.83132890720047,29.83132890720047,29.83132890720047,29.83132890720047,29.83132890720047,29.83132890720047,29.83132890720047,29.83132890720047,29.83132890720047,29.83132890720047,-0.029694380428154584,11954.930353427226,140.51766016312024,140.51766016312024,140.51766016312024,140.51766016312024,140.51766016312024,140.51766016312024,140.51766016312024,140.51766016312024,140.51766016312024,-0.04003544166666672,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,0.040035441666666664,1e-06,-0.01034106123851208,0.010341061238512082,0.010341061238512084,0.0,110.68633339466994,2767.485167858012,11228.664424912111,14035.83053114012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,110.68633339466993,2767.4802398433803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010341061238512082,111.03028177426857,29.831328907200465,140.86083701681954,110.68633125591977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-14035.830531140122,-14035.830531140122,-14035.830531140122,-14035.830531140122,-14035.830531140122,-14035.830531140122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035959966654591474,0.035959966654591474,0.035959966654591474,-7250.84155583514,0.0,0.012327725388799187,0.012327725388799187,16377.803892247162,0.04828769204339041,0.04828769204339041,0.04828769204339041,-0.040035441666666664,4908.868194728122,-14035.830531140109
16,16,-0.003752077288897882,-0.003752077288897882,-0.003752077288897882,-0.003752077288897882,-0.003752077288897882,-0.003752077288897882,198783.83684204274,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,-0.03672502109997949,11822.7202774673,140.45664012806182,140.45664012806182,140.45664012806182,140.45664012806182,140.45664012806182,140.45664012806182,140.45664012806182,140.45664012806182,140.45664012806182,-0.04047709838888893,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,0.04047709838888889,1e-06,-0.0037520772888978817,0.0037520772889094852,0.0037520772889094835,0.0,110.62533401488672,2766.7188868912517,4071.8818105188843,5089.852263148597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,110.62533401488673,2766.7188868293547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037520772889094844,111.02301781966457,29.831306394736735,140.85333503266352,110.62533373332506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5089.852263148598,-5089.852263148598,-5089.852263148598,-5089.852263148598,-5089.852263148598,-5089.852263148598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03596201533238082,0.03596201533237729,0.03596201533237729,-7254.388052901376,0.0,0.0,0.0,0.0,0.03596201533237729,0.03596201533237729,0.03596201533237729,-0.04047709838888889,12344.24031604994,-5089.852263148606
17,17,0.0,0.0,0.0,0.0,0.0,0.0,198783.83684204274,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,29.831306394736735,-0.029031827,11718.2057002673,140.4084026308926,140.4084026308926,140.4084026308926,140.4084026308926,140.4084026308926,140.4084026308926,140.4084026308926,140.4084026308926,140.4084026308926,-0.02903182699999991,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,0.029031827000000003,1e-06,0.0,0.0,0.0,0.00017373569351603296,110.57709623615588,2766.1155852525294,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,110.57709623615588,2766.1155852525294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.9155158769616,29.831306394736735,140.74592681138657,110.57709623615587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0356120098797285,-0.035612009879731704,-0.035612009879731704,-75851.51167402566,0.0,0.0,0.0,0.0,-0.035612009879731704,-0.035612009879731704,-0.035612009879731704,-0.029031827000000003,75851.51167402566,0.0
18,18,0.0014624630408538704,0.0014624630408538704,0.0014624630408538704,0.0014624630408538704,0.0014624630408538704,0.0014624630408538704,198789.1017089898,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,-0.005300239360298315,11699.124838570226,140.39959607934009,140.39959607934009,140.39959607934009,140.39959607934009,140.39959607934009,140.39959607934009,140.39959607934009,140.39959607934009,140.39959607934009,-0.0038377763194444524,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,0.003837776319444444,1.0000000000000002e-06,0.0014624630408538704,-0.0014624630408538704,0.0,0.0014624630408538702,110.56828086728,0.0,-1586.2975729878592,-793.1487864939334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.56828086728,2766.005889628902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014624630408538704,110.84979184082904,29.831315169514976,140.6804144138012,110.5682809098251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.1487864939335,793.1487864939334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035590981486545964,-0.03559098148654517,-0.03559098148654517,-75887.91424316466,0.0,0.0,0.0,0.0,-0.03559098148654517,-0.03559098148654517,-0.03559098148654517,-0.003837776319444444,75887.91424316479,0.0
19,19,0.0,0.0,0.0,0.0,0.0,0.0,198789.1017089898,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,-0.011050223911111108,11659.344032490226,140.38123570730318,140.38123570730318,140.38123570730318,140.38123570730318,140.38123570730318,140.38123570730318,140.38123570730318,140.38123570730318,140.38123570730318,-0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,0.01105022391111111,1e-06,0.0,0.0,0.0,0.011293694129547819,110.54992053778817,2765.7756675843,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,110.54992053778817,2765.775667584301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.77270661110136,29.83131516951498,140.60290171073797,110.54992053778818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03560093996969504,-0.035600939969702934,-0.035600939969702934,-75870.67496251965,0.0,0.0,0.0,0.0,-0.03560093996970282,-0.03560093996970282,-0.03560093996970282,-0.01105022391111111,75870.67496251965,0.0
20,20,0.0,0.0,0.0,0.0,0.0,0.0,198789.1017089898,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,29.831315169514983,-0.01265580385,11613.783138630226,140.36020760244475,140.36020760244475,140.36020760244475,140.36020760244475,140.36020760244475,140.36020760244475,140.36020760244475,140.36020760244475,140.36020760244475,-0.012655803849999975,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,0.01265580385,1e-06,0.0,0.0,0.0,0.011293694129547782,110.52889243292972,2765.513185927263,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,110.52889243292974,2765.513185927263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.69216311308654,29.831315169514983,140.52257430092425,110.52889243292972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035689396500722205,-0.03568939650073557,-0.03568939650073557,-75717.54652525521,0.0,0.0,0.0,0.0,-0.03568939650073557,-0.03568939650073557,-0.03568939650073557,-0.01265580385,75717.54652525521,0.0
21,21,-6.618960241295057e-10,-6.618960241295057e-10,-6.618960241295057e-10,-6.618960241295057e-10,-6.618960241295057e-10,-6.618960241295057e-10,198789.10170660698,29.831315169511015,29.831315169511015,29.831315169511015,29.831315169511015,29.831315169511015,29.831315169511015,29.831315169511015,29.831315169511015,29.831315169511015,29.831315169511015,29.831315169511015,-0.018629666357548254,11546.716339743052,140.329253695266,140.329253695266,140.329253695266,140.329253695266,140.329253695266,140.329253695266,140.329253695266,140.329253695266,140.329253695266,-0.01862966701944441,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,0.018629667019444445,1e-06,-6.618960241295058e-10,6.618960241295058e-10,6.618960241295058e-10,0.0,110.49793852575502,2765.1292896430878,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,110.49793852575502,2765.1212522116757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.618960241295058e-10,110.72058742811048,29.83131516951102,140.55153288519082,110.497938525755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036058444587522935,0.03605844458753824,0.03605844458753824,-7421.3181933548585,0.0,0.0,0.0,0.0,0.03605844458753824,0.03605844458753824,0.03605844458753824,-0.018629667019444445,7421.318193354883,0.0
22,22,-2.479255709354218e-07,-2.479255709354218e-07,-2.479255709354218e-07,-2.479255709354218e-07,-2.479255709354218e-07,-2.479255709354218e-07,198789.10081407492,29.83131516802346,29.83131516802346,29.83131516802346,29.83131516802346,29.83131516802346,29.83131516802346,29.83131516802346,29.83131516802346,29.83131516802346,29.83131516802346,29.83131516802346,-0.030171723658112933,11438.098134573846,140.27912221595716,140.27912221595716,140.27912221595716,140.27912221595716,140.27912221595716,140.27912221595716,140.27912221595716,140.27912221595716,140.27912221595716,-0.030171971583333373,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,0.030171971583333332,1e-06,-2.4792557093542173e-07,2.4792557093542173e-07,2.479255709354217e-07,0.0,110.44780704800215,2764.5021404832123,0.26862560513895084,0.33578200640864453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,110.44780704800213,2764.5021404832128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.479252204002308e-07,110.73057985577393,29.831315168023455,140.56130712089336,110.44780704793368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3357820064086446,0.0,0.3357820064086446,0.3357820064086446,0.3357820064086446,0.3357820064086446,0.3357820064086446,0.0,0.0,0.0,0.0,-0.03605461344112959,0.03605461344113729,0.03605461344113729,-7414.686037871335,0.0,0.0,0.0,0.0,0.03605461344113729,0.03605461344113729,0.03605461344113729,-0.030171971583333332,7414.686037871335,0.0
